ResponseId,I16,I16-Timing_First Click,I16-Timing_Last Click,I16-Timing_Page Submit,I16-Timing_Click Count,I8,I8-Timing_First Click,I8-Timing_Last Click,I8-Timing_Page Submit,I8-Timing_Click Count,I24,I24-Timing_First Click,I24-Timing_Last Click,I24-Timing_Page Submit,I24-Timing_Click Count,I4,I4-Timing_First Click,I4-Timing_Last Click,I4-Timing_Page Submit,I4-Timing_Click Count,I20,I20-Timing_First Click,I20-Timing_Last Click,I20-Timing_Page Submit,I20-Timing_Click Count,I28,I28-Timing_First Click,I28-Timing_Last Click,I28-Timing_Page Submit,I28-Timing_Click Count,I12,I12-Timing_First Click,I12-Timing_Last Click,I12-Timing_Page Submit,I12-Timing_Click Count,I2,I2-Timing_First Click,I2-Timing_Last Click,I2-Timing_Page Submit,I2-Timing_Click Count,I10,I10-Timing_First Click,I10-Timing_Last Click,I10-Timing_Page Submit,I10-Timing_Click Count,I22,I22-Timing_First Click,I22-Timing_Last Click,I22-Timing_Page Submit,I22-Timing_Click Count,I18,I18-Timing_First Click,I18-Timing_Last Click,I18-Timing_Page Submit,I18-Timing_Click Count,I26,I26-Timing_First Click,I26-Timing_Last Click,I26-Timing_Page Submit,I26-Timing_Click Count,I30,I30-Timing_First Click,I30-Timing_Last Click,I30-Timing_Page Submit,I30-Timing_Click Count,I14,I14-Timing_First Click,I14-Timing_Last Click,I14-Timing_Page Submit,I14-Timing_Click Count,I6,I6-Timing_First Click,I6-Timing_Last Click,I6-Timing_Page Submit,I6-Timing_Click Count,I1,I1-Timing_First Click,I1-Timing_Last Click,I1-Timing_Page Submit,I1-Timing_Click Count,I5,I5-Timing_First Click,I5-Timing_Last Click,I5-Timing_Page Submit,I5-Timing_Click Count,I9,I9-Timing_First Click,I9-Timing_Last Click,I9-Timing_Page Submit,I9-Timing_Click Count,I13,I13-Timing_First Click,I13-Timing_Last Click,I13-Timing_Page Submit,I13-Timing_Click Count,I17,I17-Timing_First Click,I17-Timing_Last Click,I17-Timing_Page Submit,I17-Timing_Click Count,I19,I19-Timing_First Click,I19-Timing_Last Click,I19-Timing_Page Submit,I19-Timing_Click Count,I21,I21-Timing_First Click,I21-Timing_Last Click,I21-Timing_Page Submit,I21-Timing_Click Count,I23,I23-Timing_First Click,I23-Timing_Last Click,I23-Timing_Page Submit,I23-Timing_Click Count,I25,I25-Timing_First Click,I25-Timing_Last Click,I25-Timing_Page Submit,I25-Timing_Click Count,I29,I29-Timing_First Click,I29-Timing_Last Click,I29-Timing_Page Submit,I29-Timing_Click Count,I31,I31-Timing_First Click,I31-Timing_Last Click,I31-Timing_Page Submit,I31-Timing_Click Count,I27,I27-Timing_First Click,I27-Timing_Last Click,I27-Timing_Page Submit,I27-Timing_Click Count,I15,I15-Timing_First Click,I15-Timing_Last Click,I15-Timing_Page Submit,I15-Timing_Click Count,I11,I11-Timing_First Click,I11-Timing_Last Click,I11-Timing_Page Submit,I11-Timing_Click Count,I7,I7-Timing_First Click,I7-Timing_Last Click,I7-Timing_Page Submit,I7-Timing_Click Count,I3,I3-Timing_First Click,I3-Timing_Last Click,I3-Timing_Page Submit,I3-Timing_Click Count,Attend-SS,Attend-SS-Timing_First Click,Attend-SS-Timing_Last Click,Attend-SS-Timing_Page Submit,Attend-SS-Timing_Click Count,Attend-LL,Attend-LL-Timing_First Click,Attend-LL-Timing_Last Click,Attend-LL-Timing_Page Submit,Attend-LL-Timing_Click Count
R_2qg75ztFngzXRqo,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.259,3.259,4.131,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,1.835,1.835,2.924,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.288,3.288,3.887,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 86% chance,2.378,2.378,2.986,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 82% chance,2.15,2.15,2.701,1,,,,,,,,,,,,,,,,,,,,
R_322rU81BylaBwIP,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.244,2.244,3.101,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,0.546,1.847,2.833,2,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,0.47,0.47,2.845,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,0.471,0.471,2.821,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,1.759,1.759,3.048,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bgybexoJ3xsDe2B,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,4.032,4.032,4.723,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,2.306,2.306,2.931,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,1.15,1.15,2.997,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.604,1.604,2.975,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,3.702,3.702,4.486,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_D0mNzKkJCKbMi7n,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.514,2.514,3.787,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,2.117,2.117,3.13,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,1.734,1.734,3.233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,0.812,0.812,3.471,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,1.959,1.959,3.025,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1ib9lTkJYjDpqfD,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,121.247,121.247,122.885,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,2.773,4.005,4.712,2,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.449,2.449,3.845,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 86% chance,3.879,3.879,5.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 82% chance,2.37,2.37,3.882,1,,,,,,,,,,,,,,,,,,,,
R_87XxrghjDqkEkG5,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,4.508,4.508,5.143,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,1.427,1.427,2.796,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,1.3,1.3,2.701,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 65% chance,0.001,1.103,2.806,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 58% chance,1.634,1.634,2.768,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_x9NS6Io6MjVRTJT,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,12.494,12.494,13.496,1,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,7.543,7.543,8.619,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.273,1.273,2.911,1,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.43,1.43,3.18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,0.957,0.957,3.258,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity}
with a 99% chance",4.527,4.527,5.341,1,,,,,
R_NVEhluzSwOVC0GR,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,4.355,4.355,5.656,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,2.787,2.787,3.703,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.676,1.676,4.907,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 86% chance,4.772,4.772,5.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 82% chance,2.133,2.133,4.623,1,,,,,,,,,,,,,,,,,,,,
R_4YlOabjbs0eFelr,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 50% chance,4.21,4.21,6.255,1,,,,,,"${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity}
for sure",2.849,3.565,3.663,2,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.427,2.427,3.201,1,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 35% chance,2.567,4.066,4.581,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.286,3.703,3.898,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_BRG7xQ6Rg6Ron7z,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.229,2.229,3.365,1,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,0.763,0.763,3.204,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 97.5% chance,0.829,0.829,2.991,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 96% chance,1.047,1.047,3.022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.703,2.905,3.632,2,,,,,,,,,,,,,,,
R_3DvzBjbbNeynSCP,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.014,3.256,4.202,2,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,2.096,2.348,3.402,2,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,3.6,3.829,4.806,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 65% chance,1.729,1.929,3.244,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 58% chance,1.587,1.79,3.265,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_bqJwDPtxW26ohAB,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.938,3.938,5.491,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,1.859,1.859,3.051,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,2.355,2.355,2.946,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,0.466,0.466,3.425,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,1.679,1.679,3.321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_24vfkbbkxz9tBjX,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.601,3.601,4.551,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,2.284,2.284,3.029,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,3.883,3.883,4.79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.83,1.83,3.123,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,1.019,1.019,5.734,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_Tu8exVmxOYcwyUF,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.907,2.907,3.901,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,1.989,1.989,2.956,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,2.117,2.117,2.808,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,5.307,5.307,6.003,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,1.371,1.371,3.187,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_swkoiPM3erzamDT,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,5.011,5.011,5.852,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,1.171,1.171,3.409,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.565,3.578,4.136,2,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 86% chance,3.837,4.592,5.315,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 82% chance,68.625,68.625,69.152,1,,,,,,,,,,,,,,,,,,,,
R_3k6NA7AeSrYJ5BR,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,4.351,4.351,5.474,1,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.774,2.774,4.781,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.351,2.351,8.071,1,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.705,2.705,3.893,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.891,3.891,6.048,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity}
with a 99% chance",3.203,3.203,4.092,1,,,,,
R_2aJi0D1jb7zmPmi,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.996,3.996,5.011,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,2.185,2.185,3.042,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,10.877,10.877,11.532,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.165,3.165,3.812,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 90% chance,0.688,3.169,3.828,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2Y2KSwpTpOxq1YF,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,5.17,5.17,6.353,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,3.497,3.497,4.685,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.179,3.179,4.443,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.369,2.369,3.435,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 90% chance,1.702,1.702,4.358,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1GCSpidSGO9LHJf,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,6.69,6.69,7.555,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,3.611,3.611,4.38,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.054,1.054,3.359,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.561,1.561,3.161,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 90% chance,1.137,1.137,3.189,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3qWf4fwML8NxZnL,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 50% chance,0.89,9.276,10.008,6,,,,,,"${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity}
for sure",0.934,6.897,7.604,6,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,0.783,4.241,5.045,4,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.138,2.723,3.304,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,0.482,2.793,3.307,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_oZXWYNJ3rPTE8yl,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,5.898,5.898,6.578,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,1.385,1.385,2.936,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,1.449,1.449,2.881,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.396,1.396,2.811,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.71,1.71,2.892,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1QmwUXBhFehlrsr,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,55.632,58.01,58.596,2,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,0.955,0.955,2.979,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 97.5% chance,0.916,2.199,2.919,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.221,1.221,3.092,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.005,2.369,2.925,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2Vr5lQu8F9ohd4V,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.595,1.595,3.118,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,0.641,2.837,3.115,2,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,0.966,0.966,3.447,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 65% chance,1.801,1.801,3.429,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.317,1.317,3.008,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_O0VmbTVTho1UEjT,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,4.344,4.344,5.47,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,2.833,2.833,3.736,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,2.541,2.813,3.57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.779,3.779,4.46,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,1.771,1.771,3.215,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2V1n0c0LkHvAEem,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.766,2.766,4.151,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,6.806,6.806,7.6,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,1.083,1.083,3.117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,0.95,1.97,2.9,2,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,1.265,1.265,3.113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1GN9G0mjkTDXkuS,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.802,3.057,4.261,2,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,1.651,1.867,3.27,2,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,3.137,3.369,4.248,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.26,1.491,3.304,2,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.236,3.451,4.323,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
