ResponseId,I16,I16-Timing_First Click,I16-Timing_Last Click,I16-Timing_Page Submit,I16-Timing_Click Count,I8,I8-Timing_First Click,I8-Timing_Last Click,I8-Timing_Page Submit,I8-Timing_Click Count,I24,I24-Timing_First Click,I24-Timing_Last Click,I24-Timing_Page Submit,I24-Timing_Click Count,I4,I4-Timing_First Click,I4-Timing_Last Click,I4-Timing_Page Submit,I4-Timing_Click Count,I20,I20-Timing_First Click,I20-Timing_Last Click,I20-Timing_Page Submit,I20-Timing_Click Count,I28,I28-Timing_First Click,I28-Timing_Last Click,I28-Timing_Page Submit,I28-Timing_Click Count,I12,I12-Timing_First Click,I12-Timing_Last Click,I12-Timing_Page Submit,I12-Timing_Click Count,I2,I2-Timing_First Click,I2-Timing_Last Click,I2-Timing_Page Submit,I2-Timing_Click Count,I10,I10-Timing_First Click,I10-Timing_Last Click,I10-Timing_Page Submit,I10-Timing_Click Count,I22,I22-Timing_First Click,I22-Timing_Last Click,I22-Timing_Page Submit,I22-Timing_Click Count,I18,I18-Timing_First Click,I18-Timing_Last Click,I18-Timing_Page Submit,I18-Timing_Click Count,I26,I26-Timing_First Click,I26-Timing_Last Click,I26-Timing_Page Submit,I26-Timing_Click Count,I30,I30-Timing_First Click,I30-Timing_Last Click,I30-Timing_Page Submit,I30-Timing_Click Count,I14,I14-Timing_First Click,I14-Timing_Last Click,I14-Timing_Page Submit,I14-Timing_Click Count,I6,I6-Timing_First Click,I6-Timing_Last Click,I6-Timing_Page Submit,I6-Timing_Click Count,I1,I1-Timing_First Click,I1-Timing_Last Click,I1-Timing_Page Submit,I1-Timing_Click Count,I5,I5-Timing_First Click,I5-Timing_Last Click,I5-Timing_Page Submit,I5-Timing_Click Count,I9,I9-Timing_First Click,I9-Timing_Last Click,I9-Timing_Page Submit,I9-Timing_Click Count,I13,I13-Timing_First Click,I13-Timing_Last Click,I13-Timing_Page Submit,I13-Timing_Click Count,I17,I17-Timing_First Click,I17-Timing_Last Click,I17-Timing_Page Submit,I17-Timing_Click Count,I19,I19-Timing_First Click,I19-Timing_Last Click,I19-Timing_Page Submit,I19-Timing_Click Count,I21,I21-Timing_First Click,I21-Timing_Last Click,I21-Timing_Page Submit,I21-Timing_Click Count,I23,I23-Timing_First Click,I23-Timing_Last Click,I23-Timing_Page Submit,I23-Timing_Click Count,I25,I25-Timing_First Click,I25-Timing_Last Click,I25-Timing_Page Submit,I25-Timing_Click Count,I29,I29-Timing_First Click,I29-Timing_Last Click,I29-Timing_Page Submit,I29-Timing_Click Count,I31,I31-Timing_First Click,I31-Timing_Last Click,I31-Timing_Page Submit,I31-Timing_Click Count,I27,I27-Timing_First Click,I27-Timing_Last Click,I27-Timing_Page Submit,I27-Timing_Click Count,I15,I15-Timing_First Click,I15-Timing_Last Click,I15-Timing_Page Submit,I15-Timing_Click Count,I11,I11-Timing_First Click,I11-Timing_Last Click,I11-Timing_Page Submit,I11-Timing_Click Count,I7,I7-Timing_First Click,I7-Timing_Last Click,I7-Timing_Page Submit,I7-Timing_Click Count,I3,I3-Timing_First Click,I3-Timing_Last Click,I3-Timing_Page Submit,I3-Timing_Click Count,Attend-SS,Attend-SS-Timing_First Click,Attend-SS-Timing_Last Click,Attend-SS-Timing_Page Submit,Attend-SS-Timing_Click Count,Attend-LL,Attend-LL-Timing_First Click,Attend-LL-Timing_Last Click,Attend-LL-Timing_Page Submit,Attend-LL-Timing_Click Count
R_2YQFnxLRhsFxp0f,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.054,3.054,3.815,1,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.669,2.669,3.499,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 97.5% chance,0.445,4.032,4.038,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 96% chance,0.718,1.429,4.024,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 94% chance,0.471,2.927,2.951,2,,,,,,,,,,,,,,,
R_2tth9QYpX1dubdj,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,15.801,19.287,20.574,2,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,43.065,43.065,44.697,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,14.867,14.867,19.286,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 65% chance,6.989,6.989,8.401,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.298,1.298,3.346,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_27O92oCPPZSEZv5,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.841,3.841,4.931,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,2.67,2.67,3.376,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.414,2.414,3.001,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 86% chance,3.105,3.105,3.612,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 82% chance,1.489,2.872,3.144,2,,,,,,,,,,,,,,,,,,,,
R_1po0CHv0mgNRzO6,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,5.664,5.664,6.387,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,2.476,2.476,3.788,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,3.628,3.628,4.533,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.172,2.172,2.872,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,1.601,1.601,3.869,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_VLpTw2AMVQiASEV,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.981,2.981,3.739,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,1.284,1.284,3.147,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,2.449,2.449,3.154,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.57,1.57,2.939,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.674,1.674,2.929,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2at7eNwTCHjIJUJ,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 50% chance,1.462,1.462,3.18,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 8% chance,266.437,266.437,267.141,1,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,0.434,1.508,4.659,3,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 4% chance,11.737,13.315,13.952,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,7.203,7.918,8.624,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3HHqKckdS5oeKLk,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,0.54,0.54,2.692,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,0.891,0.891,2.504,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,0.856,2.806,3.196,5,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,0.874,2.271,2.592,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 90% chance,0.503,2.231,2.587,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3fVvorSc978p1L8,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,40.166,40.404,41.577,2,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,6.815,7.094,8.772,2,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,11.101,11.354,13.166,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,4.76,5.038,5.811,2,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,7.374,7.575,15.366,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2zBBLABjd06zIzP,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.105,3.105,4.354,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,1.959,1.959,3.083,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,1.072,1.072,2.949,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.037,2.037,3.34,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,1.799,1.799,3.091,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3BCYPmEjhKRpeMx,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,7.502,7.502,8.85,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,4.838,4.838,5.701,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.295,3.295,4.201,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.201,3.201,4.258,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 90% chance,3.401,3.401,4.769,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3Q0gPIMIolDVjFz,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 50% chance,3.114,3.114,4.274,1,,,,,,"${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity}
for sure",3.773,3.773,4.834,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.36,3.36,4.403,1,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.794,2.794,3.623,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,0.974,0.974,4.305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1OWj3YptIMme7DJ,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.995,2.995,4.283,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,2.044,2.044,3.419,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,1.55,1.55,3.443,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.907,2.75,4.281,2,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.582,2.582,3.539,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_11dzyH7rm9tEqhA,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,6.409,6.409,7.149,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,1.412,1.412,3.953,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,1.454,1.454,4.926,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.468,1.468,2.951,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,1.237,1.237,3.012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_USX47TFofvDDaSJ,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.464,4.92,6.15,2,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,2.178,2.178,4.204,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,0.592,0.592,3.519,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 65% chance,1.883,3.035,4.401,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.247,2.247,3.25,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_3Rel7UypWmnhbG1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 50% chance,3.259,3.259,4.23,1,,,,,,"${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity}
for sure",2.243,2.243,3.282,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.419,1.419,3.079,1,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.559,3.181,3.501,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.099,1.099,2.997,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_BFGruDav3Lr49yN,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,6.051,6.051,6.732,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,5.503,5.503,6.207,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,3.578,3.578,4.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.001,1.001,3.076,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,1.153,1.153,2.926,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3rGoISw1bZFy4W8,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,4.847,4.847,6.067,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,1.801,1.801,3.077,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,1.244,1.244,2.918,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.073,1.073,2.727,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,0.956,0.956,2.766,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1H7ARUQez25VaVs,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,16.451,16.451,18.448,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,1.898,5.502,9.288,2,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,3.424,4.711,6.003,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.576,3.576,5.5,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,6.389,6.389,7.707,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2aQ5sNOUQxzucd7,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,7.566,7.566,8.393,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,2.587,2.587,3.401,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.421,2.421,3.007,1,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 86% chance,1.959,1.959,2.771,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 82% chance,1.285,1.285,2.707,1,,,,,,,,,,,,,,,,,,,,
R_dpeFR0WK4P6oiRz,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,4.639,4.639,6.207,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,3.616,3.616,4.66,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,5.747,5.747,6.498,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,4.506,4.506,5.363,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 90% chance,13.801,13.801,14.504,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1rPTXHlYCb02xmq,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,5.598,5.598,7.029,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,2.078,2.078,3.035,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,2.712,2.712,3.701,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.904,1.904,3.055,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,1.505,1.505,3.638,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_Td8UsajUA2luaOt,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,5.281,5.281,6.485,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,1.811,1.811,3.131,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.85,2.85,3.89,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.4,3.4,4.271,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 90% chance,2.663,2.663,3.636,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3qrGrvyAenUKGpn,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,4.415,4.415,5.382,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,6.123,6.123,6.974,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.673,1.673,3.191,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.757,1.757,3.259,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 90% chance,1.207,1.207,4.592,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2ZEWIdGl7pBbZ0e,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,6.319,6.319,7.389,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,3.447,3.447,5.034,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,3.587,3.587,4.257,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 65% chance,1.43,1.43,3.041,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.438,2.438,3.175,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_3XfKHbidMZNr6Ct,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,15.852,15.852,17.08,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,11.218,11.218,12.122,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,3.8,5.637,6.254,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,5.797,5.797,6.702,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,1.662,1.662,3.066,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_b9oXnaCMf8VesWB,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 50% chance,4.628,4.628,6.228,1,,,,,,"${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity}
for sure",3.945,3.945,5.141,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.392,2.392,4.112,1,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.738,2.738,3.893,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 42% chance,1.703,1.703,3.744,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_33wgim6fTArd6Gp,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.809,1.809,2.602,1,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with an 92% chance,1.442,1.442,2.505,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 77% chance,0.386,0.386,3.542,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,3.814,3.814,4.258,1,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 72% chance,0.492,1.087,2.65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ssQ6uf2Uce6C5cl,${e://Field/Currency}${e://Field/Amount} ${e://Field/Commodity} with a 50% chance,14.734,14.734,15.715,1,,,,,,"${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity}
for sure",2.302,2.302,4.88,1,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,2.094,2.094,2.989,1,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.755,1.755,2.901,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${e://Field/Currency}$e{ e://Field/Amount / 2 } ${e://Field/Commodity} for sure,1.635,1.635,3.017,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,